"vereda_id","mun_id","anio","post","puntaje","puntaje_c","tratada","luminosidad","vel_descarga","vel_subida","latencia_ms","personas_conectadas","n_establecimientos","gasto_sustitutos","poblacion","hogares","ipm","dist_cabecera_km"
15276,279,2026,1,69.641,11.303,1,3.484,25.2,8.8,70.3,134,5,44800,441,117,0.595,25.2
15277,279,2024,0,34.219,-24.119,0,4.687,19.5,5.7,70.4,163,6,54700,512,153,0.353,15.7
15277,279,2026,1,34.219,-24.119,0,3.49,19.8,5.4,55.2,241,8,50700,512,153,0.353,15.7
15278,279,2024,0,40.721,-17.618,0,5.927,18.7,5.1,66.8,134,11,48200,483,135,0.45,18.3
15278,279,2026,1,40.721,-17.618,0,4.167,14.5,5.9,67.5,184,13,57000,483,135,0.45,18.3
15279,279,2024,0,61.784,3.446,1,2.936,10.4,6.3,84.2,40,5,83600,206,59,0.558,29.8
15279,279,2026,1,61.784,3.446,1,3.603,24.1,10.4,74.8,51,3,72200,206,59,0.558,29.8
15280,279,2024,0,68.493,10.154,1,1.401,11.8,5.3,79.1,198,8,64600,771,205,0.611,27.8
15280,279,2026,1,68.493,10.154,1,2.399,20.4,9.2,67,296,13,54800,771,205,0.611,27.8
15281,279,2024,0,61.314,2.976,1,2.256,17.9,4.7,105.3,90,1,71300,290,91,0.497,26
15281,279,2026,1,61.314,2.976,1,4.142,23,9.2,79.9,117,4,52100,290,91,0.497,26
15282,279,2024,0,58.139,-0.199,0,2.132,11.1,4.2,96.8,92,4,64400,395,97,0.583,21.3
15282,279,2026,1,58.139,-0.199,0,2.655,17.4,4.7,79.5,145,6,61100,395,97,0.583,21.3
15283,279,2024,0,58.864,0.526,1,2.569,8.7,5.2,89.9,80,4,61000,243,69,0.527,22.1
15283,279,2026,1,58.864,0.526,1,3.825,17.3,8.5,74,107,4,43100,243,69,0.527,22.1
15284,279,2024,0,27.538,-30.8,0,2.083,12.4,8.8,55.7,199,8,37000,526,154,0.323,17.3
15284,279,2026,1,27.538,-30.8,0,4.19,19,7.6,51.3,220,3,40100,526,154,0.323,17.3
15285,279,2024,0,64.636,6.297,1,1.722,13.7,5.6,89.8,40,4,59500,200,56,0.48,26.4
15285,279,2026,1,64.636,6.297,1,4.046,20.6,7.9,76.3,68,2,43500,200,56,0.48,26.4
15286,279,2024,0,51.727,-6.611,0,3.11,12.9,4.5,94.5,164,15,60700,740,196,0.524,27.8
15286,279,2026,1,51.727,-6.611,0,3.446,17.2,5.7,79.9,287,11,62100,740,196,0.524,27.8
15287,279,2024,0,59.125,0.787,1,3.136,13.6,5.4,88.7,90,13,70000,468,135,0.602,20.4
15287,279,2026,1,59.125,0.787,1,3.937,24.9,10.7,58.5,93,5,47500,468,135,0.602,20.4
15288,279,2024,0,18.995,-39.343,0,2.271,16.9,3.7,68.5,134,3,46200,244,75,0.307,13.5
15288,279,2026,1,18.995,-39.343,0,2.33,21.1,5.2,56,84,5,39500,244,75,0.307,13.5
15289,279,2024,0,37.346,-20.992,0,2.729,14.4,6.6,68.2,273,25,57900,850,237,0.375,15
15289,279,2026,1,37.346,-20.992,0,2.755,13.6,6.2,61.9,278,13,55300,850,237,0.375,15
15290,279,2024,0,47.818,-10.52,0,3.105,9.3,5.4,69.7,314,13,52300,965,278,0.533,18.2
15290,279,2026,1,47.818,-10.52,0,3.208,10.2,5.6,65.8,326,25,50100,965,278,0.533,18.2
15291,279,2024,0,53.428,-4.91,0,2.06,17.9,6.2,82.9,85,6,70600,370,100,0.367,20.6
15291,279,2026,1,53.428,-4.91,0,2.433,17.4,5.3,74.2,107,5,79600,370,100,0.367,20.6
15292,279,2024,0,61.817,3.479,1,3.712,19.4,5.9,90.5,144,5,71000,439,138,0.635,23.6
15292,279,2026,1,61.817,3.479,1,6.358,25.3,8.1,70.2,211,10,41800,439,138,0.635,23.6
15293,279,2024,0,43.457,-14.881,0,3.121,23.5,4.3,97,224,9,56100,547,164,0.393,25.8
15293,279,2026,1,43.457,-14.881,0,3.233,21.2,6,84.6,256,4,62500,547,164,0.393,25.8
15294,279,2024,0,41.133,-17.205,0,3.303,17.5,6,80.5,36,1,57900,146,41,0.452,14.7
15294,279,2026,1,41.133,-17.205,0,3.503,21.4,5,69.9,31,4,63100,146,41,0.452,14.7
15295,279,2024,0,26.266,-32.072,0,1.755,10.7,3.9,68.8,131,11,69600,573,140,0.217,12.2
15295,279,2026,1,26.266,-32.072,0,2.408,17.8,6.3,67,201,8,58700,573,140,0.217,12.2
15296,279,2024,0,56.019,-2.319,0,2.854,10.6,5.4,82.9,87,7,64800,442,127,0.466,25.4
15296,279,2026,1,56.019,-2.319,0,2.476,13.9,6.5,73,190,6,61600,442,127,0.466,25.4
15297,279,2024,0,38.081,-20.257,0,2.664,15.1,7.3,72,177,7,62400,691,173,0.418,14.1
15297,279,2026,1,38.081,-20.257,0,3.556,19.4,7.8,76.3,202,10,57000,691,173,0.418,14.1
15298,279,2024,0,21.765,-36.573,0,1.808,15.1,5.2,68.4,46,3,57600,165,46,0.233,12.9
15298,279,2026,1,21.765,-36.573,0,2.319,19.2,5.7,68.3,62,3,46700,165,46,0.233,12.9
15299,279,2024,0,72.374,14.035,1,2.467,9.2,4.6,94.7,42,2,72700,243,84,0.566,26.3
15299,279,2026,1,72.374,14.035,1,5.092,18.8,7.6,70.8,62,1,52900,243,84,0.566,26.3
15300,279,2024,0,81.144,22.806,1,1.355,1.4,2.9,99.6,27,0,92600,199,61,0.579,34
15300,279,2026,1,81.144,22.806,1,2.14,14.5,7.5,84.4,61,0,70400,199,61,0.579,34
15301,279,2024,0,34.053,-24.285,0,2.492,18.3,5.4,73.4,71,6,53400,283,79,0.481,26.5
15301,279,2026,1,34.053,-24.285,0,4.79,21.4,6.4,64.9,74,2,54100,283,79,0.481,26.5
15302,279,2024,0,42.381,-15.957,0,5.134,20.4,5.7,78.4,68,3,69200,242,62,0.439,29.3
15302,279,2026,1,42.381,-15.957,0,7.627,19.8,8,70.2,101,2,65400,242,62,0.439,29.3
15303,280,2024,0,49.4,-11.327,0,5.035,13.1,3.5,68.5,179,11,54500,623,153,0.456,25.8
15303,280,2026,1,49.4,-11.327,0,3.466,11.2,4.3,64.2,189,10,50600,623,153,0.456,25.8
15304,280,2024,0,60.366,-0.361,0,3.056,12.9,3.4,76.1,192,9,46700,584,167,0.452,29.1
15304,280,2026,1,60.366,-0.361,0,2.443,13.7,4.4,79.4,155,4,42100,584,167,0.452,29.1
15305,280,2024,0,25.248,-35.478,0,2.404,18.4,4.5,74,231,4,31200,333,94,0.323,10
15305,280,2026,1,25.248,-35.478,0,2.032,19.7,6.7,55.6,244,6,34900,333,94,0.323,10
15306,280,2024,0,53.1,-7.626,0,3.12,16.1,3.4,71.4,167,6,39200,492,136,0.479,25.4
15306,280,2026,1,53.1,-7.626,0,3.62,13.2,4.9,58.4,141,11,36100,492,136,0.479,25.4
15307,280,2024,0,48.98,-11.747,0,2.857,7,3.4,78.5,195,6,51200,487,130,0.572,20.9
15307,280,2026,1,48.98,-11.747,0,3.048,11.9,3.9,67,150,7,50200,487,130,0.572,20.9
15308,280,2024,0,60.995,0.268,1,1.975,11.5,3.2,84.2,125,7,56400,454,131,0.558,30.9
15308,280,2026,1,60.995,0.268,1,2.54,19.9,6.2,58.9,257,8,48500,454,131,0.558,30.9
15309,280,2024,0,47.315,-13.412,0,2.395,10.2,4.9,73.3,303,9,33300,614,179,0.404,16.1
15309,280,2026,1,47.315,-13.412,0,2.904,9.7,5.5,69.8,368,16,47100,614,179,0.404,16.1
15310,280,2024,0,31.449,-29.278,0,1.973,13.9,3.6,58.2,175,7,43400,495,141,0.465,17
15310,280,2026,1,31.449,-29.278,0,2.235,12.9,6.2,67.2,217,9,40900,495,141,0.465,17
15311,280,2024,0,74.818,14.091,1,2.151,5.3,0.9,96.1,122,5,72400,745,191,0.59,28.5
15311,280,2026,1,74.818,14.091,1,2.929,11.9,4.9,86.4,329,8,62300,745,191,0.59,28.5
15312,280,2024,0,40.494,-20.233,0,2.868,14.8,2.1,52.9,86,4,44200,359,98,0.412,17.5
15312,280,2026,1,40.494,-20.233,0,3.831,18.2,3.7,63.8,126,7,45800,359,98,0.412,17.5
15313,280,2024,0,67.167,6.44,1,3.895,6.3,2.6,83.3,119,3,56300,562,147,0.577,26.5
15313,280,2026,1,67.167,6.44,1,5.258,17.9,7.1,63.9,187,7,35900,562,147,0.577,26.5
15314,280,2024,0,63.097,2.37,1,1.796,8.2,4.1,87,82,5,66200,300,94,0.535,22
15314,280,2026,1,63.097,2.37,1,2.235,19.6,6.9,62,118,5,54200,300,94,0.535,22
15315,280,2024,0,35.458,-25.269,0,1.464,10,4,64.7,101,9,56800,321,88,0.35,13.9
15315,280,2026,1,35.458,-25.269,0,1.717,14.7,5.5,53.8,145,5,44600,321,88,0.35,13.9
15316,280,2024,0,80.789,20.062,1,0.845,2.6,2,104.5,173,8,70600,702,190,0.653,27.7
15316,280,2026,1,80.789,20.062,1,1.679,10.7,3.9,86,252,8,57900,702,190,0.653,27.7
15317,280,2024,0,20.132,-40.594,0,2.056,17.1,4.9,60.6,247,13,33300,443,122,0.299,9.9
15317,280,2026,1,20.132,-40.594,0,2.849,14,6.6,58.2,226,9,24000,443,122,0.299,9.9
15318,280,2024,0,58.659,-2.068,0,2.798,11.9,3.2,59.7,71,4,52400,322,82,0.568,21.5
15318,280,2026,1,58.659,-2.068,0,2.637,15.6,4.8,67.7,103,2,51400,322,82,0.568,21.5
15319,280,2024,0,40.257,-20.47,0,2.483,15.2,4.3,59.5,264,12,43000,897,234,0.417,14
15319,280,2026,1,40.257,-20.47,0,2.972,11.4,4.6,66,363,24,46100,897,234,0.417,14
15320,280,2024,0,68.598,7.871,1,1.393,6.2,3.9,77.3,88,5,63600,384,114,0.59,30.3
15320,280,2026,1,68.598,7.871,1,2.175,16.9,6.9,60.6,204,9,40400,384,114,0.59,30.3
15321,280,2024,0,59.359,-1.367,0,1.956,7.5,1.9,60.5,175,5,51300,673,180,0.507,30.7
15321,280,2026,1,59.359,-1.367,0,1.514,13.9,2.9,82.2,257,12,46800,673,180,0.507,30.7
15322,280,2024,0,66.918,6.192,1,2.373,3.6,3.6,93.6,123,7,59500,513,163,0.538,30.5
15322,280,2026,1,66.918,6.192,1,2.862,17.9,7.6,70.1,295,8,39900,513,163,0.538,30.5
15323,280,2024,0,80.079,19.352,1,1.356,3.6,1.2,93.3,95,4,71500,469,129,0.633,60.2
15323,280,2026,1,80.079,19.352,1,2.015,10.7,6.9,66.7,207,5,46400,469,129,0.633,60.2
15324,280,2024,0,47.521,-13.206,0,2.712,6.7,4,74.1,89,2,48500,218,64,0.454,21.8
15324,280,2026,1,47.521,-13.206,0,3.064,10.4,5.9,63.2,99,1,51400,218,64,0.454,21.8
15325,280,2024,0,56.874,-3.852,0,3.627,13,5.7,67.8,139,9,48800,514,126,0.493,23.3
15325,280,2026,1,56.874,-3.852,0,3.722,15.2,5.6,71.8,204,12,52900,514,126,0.493,23.3
15326,280,2024,0,44.577,-16.15,0,2.108,16.5,5.8,58,248,12,40700,509,143,0.375,25.7
15326,280,2026,1,44.577,-16.15,0,2.85,15.5,4.3,57.7,207,5,41000,509,143,0.375,25.7
15327,280,2024,0,32.297,-28.43,0,3.603,17.9,5.1,53.5,311,9,47300,850,222,0.457,13.7
15327,280,2026,1,32.297,-28.43,0,3.339,18.5,4.6,54.6,470,7,45400,850,222,0.457,13.7
15328,280,2024,0,78.309,17.582,1,1.583,7.1,1.2,119.7,214,10,64500,870,226,0.58,25.7
15328,280,2026,1,78.309,17.582,1,1.896,16.7,4.6,91.7,354,12,50600,870,226,0.58,25.7
15329,280,2024,0,37.527,-23.2,0,2.858,17.5,4.5,63.8,105,5,27000,318,80,0.498,20.5
15329,280,2026,1,37.527,-23.2,0,4.142,13.6,6.1,67.9,110,1,35600,318,80,0.498,20.5
15330,280,2024,0,38.979,-21.748,0,2.458,11.3,4.5,85.5,160,12,44500,549,161,0.373,27.4
15330,280,2026,1,38.979,-21.748,0,3.212,14.4,6.3,63.2,173,12,47700,549,161,0.373,27.4
15331,280,2024,0,50.02,-10.706,0,4.516,15.5,3.3,71.1,127,4,35900,363,103,0.448,20.1
15331,280,2026,1,50.02,-10.706,0,4.682,16.5,4.4,61.2,165,5,30500,363,103,0.448,20.1
15332,280,2024,0,67.807,7.081,1,1.417,9.3,1.9,82.6,112,7,52800,589,169,0.706,22.7
15332,280,2026,1,67.807,7.081,1,3.203,21.7,7,56.1,251,16,38600,589,169,0.706,22.7
15333,280,2024,0,45.741,-14.986,0,3.474,9,3.6,64.4,253,6,42100,599,175,0.482,24
15333,280,2026,1,45.741,-14.986,0,2.563,15.7,3.7,54.2,303,7,25400,599,175,0.482,24
15334,280,2024,0,67.118,6.391,1,1.423,9.8,3.8,79.3,50,3,46900,271,69,0.552,27.2
15334,280,2026,1,67.118,6.391,1,2.587,21.1,7.2,63.4,87,2,29400,271,69,0.552,27.2
15335,280,2024,0,60.119,-0.608,0,1.583,6.1,4.1,84.2,58,5,65500,208,66,0.544,23.2
15335,280,2026,1,60.119,-0.608,0,2.371,12,6.4,81.7,72,1,58500,208,66,0.544,23.2
15336,280,2024,0,90.096,29.37,1,0.845,0.8,2.1,96,63,1,71300,874,255,0.804,27.4
15336,280,2026,1,90.096,29.37,1,1.088,9.9,5.2,83.5,174,7,48500,874,255,0.804,27.4
15337,280,2024,0,31.469,-29.258,0,3.52,14,5.1,63.6,154,5,39000,301,89,0.338,14.3
15337,280,2026,1,31.469,-29.258,0,2.687,14.5,5.1,61.8,131,3,34100,301,89,0.338,14.3
15338,280,2024,0,77.516,16.79,1,0.603,4.7,1.5,88,68,6,67300,376,102,0.656,29.1
15338,280,2026,1,77.516,16.79,1,1.319,19.2,4.4,76.5,120,2,51500,376,102,0.656,29.1
15339,280,2024,0,52.753,-7.974,0,4.687,14.4,4.1,59,85,1,43800,204,54,0.595,22.1
15339,280,2026,1,52.753,-7.974,0,3.233,16.2,5.4,58.5,105,3,26800,204,54,0.595,22.1
15340,280,2024,0,60.378,-0.349,0,4.28,14.3,4.2,76.6,365,12,63600,915,265,0.472,26.8
15340,280,2026,1,60.378,-0.349,0,2.758,13.8,4.7,72.2,412,12,58500,915,265,0.472,26.8
15341,280,2024,0,63.375,2.648,1,2.861,8.8,4.7,74.1,89,5,61600,407,115,0.56,29.5
15341,280,2026,1,63.375,2.648,1,3.18,19.6,6.9,72.3,188,7,43500,407,115,0.56,29.5
15342,280,2024,0,48.815,-11.912,0,4.081,18.4,5.5,55.5,374,15,49100,943,297,0.524,20
15342,280,2026,1,48.815,-11.912,0,5.17,17.4,6.7,54.4,321,9,41700,943,297,0.524,20
15343,280,2024,0,60.458,-0.269,0,3.117,9.7,3.7,81.9,100,2,45800,338,93,0.435,36.8
15343,280,2026,1,60.458,-0.269,0,4.125,12,5.2,87.5,98,4,42900,338,93,0.435,36.8
15344,280,2024,0,29.832,-30.895,0,1.743,13.1,4.9,72.3,361,35,30700,1261,391,0.391,13.8
15344,280,2026,1,29.832,-30.895,0,2.644,14.2,6.1,55,477,24,42300,1261,391,0.391,13.8
15345,280,2024,0,65.583,4.856,1,1.058,9.1,3.1,74.6,133,8,50500,603,171,0.544,30.5
15345,280,2026,1,65.583,4.856,1,1.265,19.5,7.2,54.4,274,4,28700,603,171,0.544,30.5
15346,280,2024,0,51.887,-8.84,0,2.586,10.7,4.3,64.8,204,19,47500,565,153,0.531,18.6
15346,280,2026,1,51.887,-8.84,0,2.465,13,5.2,74,226,10,53500,565,153,0.531,18.6
15347,280,2024,0,76.032,15.305,1,1.416,4.6,1.9,90.3,128,9,67400,939,240,0.627,27.7
15347,280,2026,1,76.032,15.305,1,1.81,15.3,5.4,70.2,271,11,46600,939,240,0.627,27.7
15348,280,2024,0,58.243,-2.483,0,1.445,14.1,5.9,67.6,124,6,58800,335,95,0.448,25.4
15348,280,2026,1,58.243,-2.483,0,2.549,9.5,5.3,74.6,116,6,50500,335,95,0.448,25.4
15349,280,2024,0,78.485,17.758,1,1.178,9.4,0.5,95.4,416,17,59200,1510,438,0.707,29.9
15349,280,2026,1,78.485,17.758,1,1.926,17.9,4.2,65.2,479,18,53400,1510,438,0.707,29.9
15350,280,2024,0,36.632,-24.095,0,2.795,18,5.2,60.4,158,9,48300,540,128,0.422,18.2
15350,280,2026,1,36.632,-24.095,0,3.688,17.1,5.1,64.6,219,7,35400,540,128,0.422,18.2
15351,280,2024,0,49.738,-10.989,0,3.536,14.3,6.3,69.2,142,6,59000,430,144,0.49,17.2
15351,280,2026,1,49.738,-10.989,0,3.3,14.8,5.4,57.2,153,7,45100,430,144,0.49,17.2
15352,280,2024,0,52.799,-7.928,0,2.195,15.4,4.2,65.2,209,15,41600,595,153,0.507,22.6
15352,280,2026,1,52.799,-7.928,0,2.694,19.4,4.2,67.9,254,9,51800,595,153,0.507,22.6
15353,280,2024,0,34.7,-26.026,0,2.464,15.5,4.7,62.2,116,9,44300,355,99,0.459,15.5
15353,280,2026,1,34.7,-26.026,0,3.876,14.1,4.2,58.4,113,6,44100,355,99,0.459,15.5
15354,280,2024,0,68.249,7.522,1,2.25,8.9,2.5,97.8,142,5,55800,479,124,0.566,23.2
15354,280,2026,1,68.249,7.522,1,3.002,20.2,5.5,75.4,178,8,40600,479,124,0.566,23.2
15355,280,2024,0,79.691,18.965,1,1.111,7.8,0.2,86.5,417,26,67500,2378,549,0.56,29.1
15355,280,2026,1,79.691,18.965,1,1.733,19,5.7,77,931,27,53400,2378,549,0.56,29.1
15356,280,2024,0,44.56,-16.166,0,2.445,13.3,4.8,63.4,105,6,33900,291,82,0.354,17.7
15356,280,2026,1,44.56,-16.166,0,2.923,11.8,4.7,46.8,145,9,37600,291,82,0.354,17.7
15357,280,2024,0,26.428,-34.299,0,2.782,18.3,5.1,74.1,104,7,43600,383,97,0.266,12.3
15357,280,2026,1,26.428,-34.299,0,3.952,19,7,63.8,183,9,47000,383,97,0.266,12.3
15358,280,2024,0,43.118,-17.608,0,2.587,16.7,4.4,75,244,7,57400,480,140,0.434,23.8
15358,280,2026,1,43.118,-17.608,0,3.367,14.4,4.5,66,252,11,45800,480,140,0.434,23.8
15359,280,2024,0,80.882,20.156,1,1.256,0.5,1.4,104.7,60,1,72700,305,84,0.717,25.9
15359,280,2026,1,80.882,20.156,1,1.695,14.6,4.2,82.9,118,1,49200,305,84,0.717,25.9
15360,281,2024,0,58.079,-1.116,0,2.668,17.9,3.9,70.9,129,7,67700,454,126,0.533,26.4
15360,281,2026,1,58.079,-1.116,0,3.263,18.5,5.6,73.8,198,14,56800,454,126,0.533,26.4
15361,281,2024,0,44.223,-14.972,0,2.045,16.8,4.8,68.6,114,8,55200,294,78,0.411,27.1
15361,281,2026,1,44.223,-14.972,0,3.084,15.6,4.3,70.9,105,5,44900,294,78,0.411,27.1
15362,281,2024,0,53.524,-5.671,0,2.017,13.8,4,80.6,119,3,54800,387,96,0.463,20.3
15362,281,2026,1,53.524,-5.671,0,2.443,13.3,5.1,68.8,139,5,37300,387,96,0.463,20.3
15363,281,2024,0,32.084,-27.111,0,2.692,17.7,3.7,57.2,133,6,59300,413,116,0.332,15.3
15363,281,2026,1,32.084,-27.111,0,3.458,14.4,7.1,54.4,107,7,53500,413,116,0.332,15.3
15364,281,2024,0,45.942,-13.253,0,3.654,8.1,5.3,67.5,187,7,52700,453,136,0.516,22.1
15364,281,2026,1,45.942,-13.253,0,3.68,11.2,4.2,66,186,7,56200,453,136,0.516,22.1
15365,281,2024,0,50.219,-8.976,0,2.104,12,2.4,71.1,37,2,67300,131,34,0.472,25.6
15365,281,2026,1,50.219,-8.976,0,3.316,12.3,4.1,59.4,41,1,53000,131,34,0.472,25.6
15366,281,2024,0,57.64,-1.555,0,3.009,10.5,2.9,72.5,238,9,62500,495,136,0.52,23.8
15366,281,2026,1,57.64,-1.555,0,3.373,13.8,5.1,74.2,272,9,60000,495,136,0.52,23.8
15367,281,2024,0,61.889,2.694,1,2.096,8.2,4.4,91.8,40,2,67200,195,50,0.601,32.1
15367,281,2026,1,61.889,2.694,1,3.426,19.3,6.5,72.6,66,3,45700,195,50,0.601,32.1
15368,281,2024,0,60.312,1.117,1,2.909,10.4,3.1,89,199,7,68400,598,155,0.52,27.8
15368,281,2026,1,60.312,1.117,1,3.499,25.4,6.5,64.6,329,12,51200,598,155,0.52,27.8
15369,281,2024,0,72.401,13.206,1,0.978,6.4,2.7,88.1,113,5,70900,423,108,0.582,25.8
15369,281,2026,1,72.401,13.206,1,2.241,17.2,4.1,71.9,193,6,57500,423,108,0.582,25.8
15370,281,2024,0,41.235,-17.96,0,1.868,15,5.3,70.1,238,14,41100,698,228,0.402,21.5
15370,281,2026,1,41.235,-17.96,0,2.535,15.8,6.3,61.3,310,23,45600,698,228,0.402,21.5
15371,281,2024,0,53.052,-6.143,0,1.749,11.9,4.3,72.4,107,7,68000,384,104,0.455,26.2
15371,281,2026,1,53.052,-6.143,0,3.304,12,5.7,66.2,115,5,62200,384,104,0.455,26.2
15372,281,2024,0,53.984,-5.211,0,3.611,17.8,2.1,79.8,162,4,61800,387,101,0.582,26.6
15372,281,2026,1,53.984,-5.211,0,2.954,18.2,3.4,71.8,137,7,59100,387,101,0.582,26.6
15373,281,2024,0,55.597,-3.598,0,2.292,6,4.2,90.4,113,5,55700,515,129,0.524,30.4
15373,281,2026,1,55.597,-3.598,0,3.515,10.9,4.2,80.5,125,6,48500,515,129,0.524,30.4
15374,281,2024,0,32.954,-26.241,0,1.886,11.8,3.7,57.6,176,5,49100,451,115,0.251,19.8
15374,281,2026,1,32.954,-26.241,0,3.115,13.3,3.8,65.4,190,7,40700,451,115,0.251,19.8
15375,281,2024,0,81.813,22.618,1,1.165,4.9,3.5,104.3,86,5,75600,463,122,0.654,39.2
15375,281,2026,1,81.813,22.618,1,1.513,15.7,5,75.3,145,3,68400,463,122,0.654,39.2
15376,281,2024,0,38.724,-20.471,0,1.877,12.8,2.3,72.6,138,5,53700,386,112,0.401,16.9
15376,281,2026,1,38.724,-20.471,0,3.457,13.7,4,60.2,171,4,47900,386,112,0.401,16.9
15377,281,2024,0,53.068,-6.127,0,3.315,10.9,4.9,80.8,150,6,59100,510,130,0.514,20.8
15377,281,2026,1,53.068,-6.127,0,2.581,14.1,4,88.3,194,9,48200,510,130,0.514,20.8
15378,281,2024,0,43.28,-15.915,0,2.743,16,2.9,76.5,75,4,46600,253,71,0.445,15.5
15378,281,2026,1,43.28,-15.915,0,2.468,15.3,4.7,78.9,72,8,51400,253,71,0.445,15.5
15379,281,2024,0,32.431,-26.764,0,4.04,14.6,4.8,62.2,125,4,49800,279,79,0.418,17.1
15379,281,2026,1,32.431,-26.764,0,4.985,16.3,4.5,56.1,123,5,37400,279,79,0.418,17.1
15380,281,2024,0,66.518,7.323,1,2.361,11.3,5.2,97.4,123,6,63300,673,168,0.545,21.1
15380,281,2026,1,66.518,7.323,1,2.4,18.3,8.3,73.2,258,13,42400,673,168,0.545,21.1
15381,281,2024,0,57.821,-1.374,0,4.363,10.3,4.4,72.6,261,4,48700,748,187,0.578,22
15381,281,2026,1,57.821,-1.374,0,3.297,12.5,5.6,76.5,303,8,58200,748,187,0.578,22
15382,281,2024,0,52.05,-7.145,0,2.181,14.7,3.8,70.4,48,2,47300,162,43,0.477,18
15382,281,2026,1,52.05,-7.145,0,3.476,15.4,4.6,75.5,59,1,57100,162,43,0.477,18
15383,281,2024,0,21.594,-37.601,0,1.947,10.9,6.3,58.9,142,2,49700,383,109,0.378,17.1
15383,281,2026,1,21.594,-37.601,0,1.657,16.3,6.1,51.3,201,9,46000,383,109,0.378,17.1
15384,281,2024,0,37.451,-21.744,0,3.631,20.1,4.6,66.6,416,14,57800,919,250,0.492,16.7
15384,281,2026,1,37.451,-21.744,0,2.842,21,6,58.3,399,16,64400,919,250,0.492,16.7
15385,281,2024,0,66.266,7.071,1,1.506,20.3,4.7,83.1,114,6,59300,357,87,0.656,26.3
15385,281,2026,1,66.266,7.071,1,2.754,23.6,8.9,59.3,157,4,53800,357,87,0.656,26.3
15386,281,2024,0,45.148,-14.047,0,4.122,11.5,7.9,93.8,100,1,60000,214,51,0.453,25.4
15386,281,2026,1,45.148,-14.047,0,2.777,14.1,5.4,76.3,99,3,56900,214,51,0.453,25.4
15387,281,2024,0,33.92,-25.275,0,2.52,15.9,4.5,75.7,159,7,43800,397,122,0.338,16.2
15387,281,2026,1,33.92,-25.275,0,2.077,15.2,5.8,72.4,133,6,41800,397,122,0.338,16.2
15388,281,2024,0,57.597,-1.598,0,1.252,7.9,4.2,97.7,54,1,57700,168,57,0.536,28.9
15388,281,2026,1,57.597,-1.598,0,2.01,13.5,3.6,84.8,50,6,45000,168,57,0.536,28.9
15389,281,2024,0,44.324,-14.871,0,2.711,10.4,2.8,58,244,10,50900,748,187,0.523,26.2
15389,281,2026,1,44.324,-14.871,0,4.293,13.2,5.7,55.2,361,18,42900,748,187,0.523,26.2
15390,281,2024,0,86.973,27.778,1,0.939,5.2,0.9,109.6,54,3,82300,405,107,0.628,30
15390,281,2026,1,86.973,27.778,1,1.272,14,4.6,91.3,127,2,61200,405,107,0.628,30
15391,281,2024,0,49.388,-9.807,0,2.897,6.3,5.3,65.2,255,10,59800,761,200,0.405,17
15391,281,2026,1,49.388,-9.807,0,3.337,12.3,5.4,69.9,310,8,47400,761,200,0.405,17
15392,281,2024,0,90.63,31.434,1,0.916,0.5,1.1,93.7,24,2,87200,464,124,0.742,36.5
15392,281,2026,1,90.63,31.434,1,1.567,7.9,4.4,85.2,57,2,72200,464,124,0.742,36.5
15393,281,2024,0,61.838,2.643,1,2.536,16.3,4.9,73.2,126,5,68600,413,103,0.49,20.6
15393,281,2026,1,61.838,2.643,1,3.905,24.7,8.6,45.8,199,6,57100,413,103,0.49,20.6
15394,281,2024,0,62.22,3.025,1,1.706,15.4,3.7,62.9,163,5,62600,479,135,0.549,26.8
15394,281,2026,1,62.22,3.025,1,2.989,24.3,7.7,45.8,258,6,53200,479,135,0.549,26.8
15395,281,2024,0,60.475,1.28,1,2.558,8.1,2.9,91.6,67,5,61900,399,123,0.568,20.3
15395,281,2026,1,60.475,1.28,1,2.601,18.9,6,67.3,158,5,46900,399,123,0.568,20.3
15396,281,2024,0,18.041,-41.154,0,1.018,11.7,5.4,64.1,124,6,46800,350,86,0.304,8.4
15396,281,2026,1,18.041,-41.154,0,1.564,13.8,5.4,63.4,130,14,42800,350,86,0.304,8.4
15397,281,2024,0,95,35.805,1,0.819,0.5,0.2,112.5,88,8,89200,783,219,0.772,31.5
15397,281,2026,1,95,35.805,1,1.013,5.9,4.5,97.7,157,2,74500,783,219,0.772,31.5
15398,281,2024,0,55.169,-4.026,0,2.514,14.8,2.8,87,220,13,62400,664,150,0.512,22.5
15398,281,2026,1,55.169,-4.026,0,2.872,16.4,3.4,82.7,170,8,56500,664,150,0.512,22.5
15399,281,2024,0,29.564,-29.631,0,2.928,14.3,5.1,64.9,416,10,54500,742,201,0.298,13.9
15399,281,2026,1,29.564,-29.631,0,3.579,17.1,5.9,69.3,415,10,35900,742,201,0.298,13.9
15400,281,2024,0,34.231,-24.964,0,2.517,13.2,5.4,69.8,114,5,33000,329,90,0.293,17.1
15400,281,2026,1,34.231,-24.964,0,3.041,12.6,5.1,59.2,93,3,32600,329,90,0.293,17.1
15401,281,2024,0,42.436,-16.759,0,2.134,11.2,5.2,62.6,75,2,57800,259,75,0.36,16.6
15401,281,2026,1,42.436,-16.759,0,2.758,19.6,7.2,58.8,82,6,42600,259,75,0.36,16.6
15402,281,2024,0,48.894,-10.301,0,2.555,13.4,4.9,73.8,135,8,63300,623,156,0.467,18.6
