"persona_id","anio","comuna","pos_x_km","pos_y_km","satisfaccion_vida","ice","formal","cotiza_ss","horas_sem","ingreso_lab","edad","mujer","educ_anios","estrato","s_comercio","s_manufactura","s_construccion","s_alojamiento","s_transporte","s_serv_domestico","s_salud_educ","s_finanzas_prof","g_comercio","g_manufactura","g_construccion","g_alojamiento","g_transporte","g_serv_domestico","g_salud_educ","g_finanzas_prof"
4394,2025,5,6.22,13.636,7,70.7,1,1,52,1640000,31,0,7,2,0.1936,0.5815,0.0295,0.0609,0.055,0.0206,0.0316,0.0273,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4395,2025,22,3.156,12.759,8,46.7,0,0,34,560000,40,0,4,1,0.2378,0.6225,0.0122,0.0429,0.0212,0.0437,0.0098,0.0099,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4396,2025,22,0.2,14.374,7,43.9,0,0,42,1040000,37,1,5,1,0.0629,0.7882,0.0037,0.0271,0.0203,0.0775,0.0121,0.0082,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4397,2025,22,0.2,14.8,7,37.8,0,0,49,1090000,44,0,1,1,0.1172,0.5558,0.0079,0.1015,0.0217,0.1187,0.027,0.0502,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4398,2025,20,0.986,10.129,10,58.9,1,1,53,560000,52,1,4,1,0.3688,0.1989,0.0154,0.0922,0.0566,0.0842,0.1295,0.0544,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4399,2025,3,8.4,10.001,8,51.3,0,1,47,1780000,31,0,9,2,0.2418,0.1223,0.079,0.1202,0.2335,0.0577,0.0789,0.0666,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4400,2025,22,1.421,14.279,10,57.8,1,1,50,1020000,51,0,3,1,0.0831,0.7468,0.0036,0.0158,0.0266,0.0631,0.0122,0.0488,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4401,2025,16,3.085,13.612,5,56.9,1,1,50,1880000,23,1,6,1,0.2609,0.5984,0.0068,0.0236,0.024,0.0507,0.0135,0.0221,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4402,2025,5,7.153,12.116,6,59.3,0,1,43,1510000,57,0,7,1,0.3331,0.3154,0.0427,0.0558,0.1295,0.0315,0.0722,0.0198,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4403,2025,16,5.475,10.971,7,67.8,1,1,44,2420000,18,0,7,3,0.2598,0.4377,0.0164,0.094,0.0727,0.0282,0.0435,0.0477,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4404,2025,16,2.355,14.8,9,44.6,1,0,32,860000,42,1,5,1,0.0751,0.8104,0.015,0.0083,0.0141,0.0502,0.0152,0.0117,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4405,2025,5,7.858,12.411,8,59.9,1,1,32,970000,47,1,8,1,0.2628,0.2719,0.0559,0.0594,0.12,0.0812,0.1066,0.0422,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4406,2025,8,9.332,5.257,9,69.9,1,1,53,990000,52,1,8,4,0.4058,0.0314,0.0961,0.109,0.1253,0.0234,0.0799,0.1291,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4407,2025,14,5.797,11.232,10,50.9,0,1,39,750000,44,1,8,1,0.2487,0.3187,0.0214,0.1351,0.1214,0.0675,0.0317,0.0555,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4408,2025,7,3.209,4.941,7,49.9,0,1,49,1020000,29,1,8,3,0.1413,0.0085,0.0223,0.1007,0.0104,0.2339,0.4211,0.0618,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4409,2025,17,9.39,6.814,7,50,0,0,42,860000,46,1,9,2,0.3285,0.0261,0.1218,0.0851,0.1245,0.0184,0.22,0.0756,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4410,2025,11,9.496,10.984,8,38.3,0,0,43,1270000,45,0,9,1,0.2476,0.3107,0.0694,0.1529,0.132,0.0096,0.0429,0.0349,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4411,2025,21,5.439,6.436,10,54.9,0,1,44,1370000,34,1,12,5,0.4323,0.0251,0.0328,0.1825,0.0319,0.0813,0.0735,0.1406,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4412,2025,21,2.722,4.012,8,66,1,1,42,2680000,70,0,9,2,0.2063,0.0119,0.0776,0.2665,0.0189,0.224,0.1187,0.0761,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4413,2025,20,2.554,9.248,9,52.5,0,0,43,840000,38,1,7,1,0.2477,0.2027,0.0105,0.091,0.0576,0.1296,0.1906,0.0703,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4414,2025,21,3.48,4.467,7,45.2,0,1,54,940000,32,0,13,3,0.1903,0.0129,0.0434,0.0787,0.0131,0.3707,0.1237,0.1672,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4415,2025,20,4.637,10.111,7,54.1,0,0,58,2590000,50,1,13,4,0.4508,0.157,0.0492,0.0397,0.0931,0.0618,0.1053,0.0431,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4416,2025,20,0.953,10.609,7,52.8,0,1,52,2070000,40,1,9,1,0.3265,0.2003,0.0135,0.068,0.0411,0.1244,0.1361,0.0901,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4417,2025,4,4.437,5.034,7,48.2,1,0,51,1250000,40,0,11,4,0.1969,0.0136,0.0448,0.2528,0.0227,0.0987,0.2502,0.1203,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4418,2025,4,8.458,9.604,5,46.1,1,0,32,900000,33,0,5,3,0.2353,0.0961,0.0619,0.0475,0.284,0.0436,0.1046,0.127,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4419,2025,6,0.691,14.679,10,33.5,0,0,53,860000,32,0,7,1,0.0849,0.6959,0.0144,0.0627,0.0466,0.0418,0.0212,0.0325,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4420,2025,5,6.544,9.551,8,65.8,0,1,41,840000,20,0,10,3,0.4851,0.0856,0.0281,0.1105,0.0868,0.0812,0.0647,0.058,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4421,2025,5,2.584,13.163,5,41.1,0,0,50,830000,33,0,5,1,0.2565,0.4468,0.0158,0.0687,0.0409,0.0832,0.0321,0.056,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4422,2025,19,6.057,12.842,8,57.6,0,1,47,1680000,44,0,9,2,0.1627,0.4958,0.0118,0.0337,0.0734,0.1221,0.0349,0.0656,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4423,2025,5,5.95,13.731,5,60.6,1,1,44,1220000,27,0,7,1,0.1347,0.62,0.0102,0.088,0.0528,0.0376,0.0246,0.0321,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4424,2025,7,6.84,10.917,6,39.5,0,0,44,990000,49,0,9,2,0.6488,0.0752,0.0139,0.0776,0.0455,0.0299,0.057,0.0521,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4425,2025,10,0.2,5.221,8,70,1,1,40,1480000,59,1,6,2,0.4169,0.0303,0.0215,0.0734,0.0049,0.2775,0.136,0.0395,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4426,2025,5,7.889,12.298,7,46.3,0,1,43,1370000,57,1,5,1,0.3351,0.1465,0.0589,0.0601,0.1533,0.0897,0.1094,0.047,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4427,2025,22,0.411,12.472,7,44.4,1,0,52,1070000,18,0,7,1,0.1944,0.4799,0.0118,0.1428,0.0271,0.0975,0.0125,0.034,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4428,2025,15,5.091,9.752,9,64.3,0,1,40,1380000,18,1,11,4,0.2886,0.2056,0.0237,0.1565,0.1183,0.0911,0.0523,0.0639,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4429,2025,22,2.183,12.335,10,45.2,0,0,43,1570000,41,0,8,1,0.342,0.3899,0.0305,0.1372,0.0226,0.0211,0.0206,0.0361,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4430,2025,11,7.323,12.99,8,47.7,0,1,45,1500000,70,1,9,1,0.0865,0.562,0.042,0.0843,0.0966,0.042,0.0543,0.0323,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4431,2025,6,1.554,11.162,5,41.1,1,0,48,1080000,38,0,8,3,0.2362,0.3562,0.0381,0.0366,0.0346,0.1989,0.0887,0.0107,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4432,2025,14,8.165,9.239,9,66.1,1,1,42,980000,45,1,10,2,0.4602,0.0544,0.023,0.0379,0.2618,0.0342,0.0772,0.0513,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4433,2025,14,5.566,9.694,8,58.4,0,1,54,550000,38,1,8,3,0.6483,0.0678,0.0087,0.085,0.0704,0.048,0.0243,0.0475,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4434,2025,7,3.573,10.696,7,40.3,0,0,36,1130000,32,1,4,1,0.2921,0.4334,0.0246,0.0398,0.0591,0.0661,0.0458,0.0391,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4435,2025,17,5.212,5.851,10,64.7,1,1,44,2050000,46,0,12,4,0.3349,0.0081,0.0332,0.1217,0.0553,0.1111,0.2101,0.1256,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4436,2025,11,7.451,10.25,7,50.8,0,0,54,820000,37,1,4,1,0.3666,0.1835,0.0841,0.1161,0.0909,0.065,0.0449,0.0489,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4437,2025,22,1.638,12.463,7,58.1,1,1,43,1040000,57,0,5,1,0.1252,0.6443,0.0105,0.0358,0.0373,0.0961,0.0227,0.0281,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4438,2025,20,2.649,11.256,8,51.1,1,0,55,890000,40,0,6,1,0.2644,0.3318,0.008,0.0366,0.0655,0.127,0.1356,0.0311,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4439,2025,20,4.324,9.927,8,31.9,0,0,44,770000,57,1,9,2,0.3305,0.2669,0.0267,0.0676,0.0472,0.1238,0.0489,0.0884,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4440,2025,5,6.543,10.587,7,69.3,0,1,41,1340000,46,1,8,2,0.2305,0.355,0.0765,0.071,0.0825,0.0475,0.1109,0.0261,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4441,2025,14,8.865,9.735,9,37.3,0,0,45,700000,70,1,0,2,0.4597,0.0381,0.0717,0.0601,0.221,0.0176,0.0482,0.0836,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4442,2025,7,5.738,7.582,8,54.8,1,1,39,1480000,27,1,13,3,0.3368,0.0994,0.0463,0.093,0.0544,0.1349,0.1219,0.1133,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4443,2025,14,8.446,9.68,6,42.2,0,0,44,520000,38,0,6,1,0.3345,0.095,0.0343,0.1163,0.1537,0.0723,0.0592,0.1347,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4444,2025,1,1.519,9.973,8,46.4,1,0,51,1220000,53,0,6,1,0.2149,0.2358,0.009,0.1438,0.033,0.1444,0.1267,0.0924,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4445,2025,17,7.634,5.509,9,65.5,1,1,38,730000,59,0,5,3,0.0918,0.0175,0.0803,0.143,0.1078,0.0487,0.1306,0.3803,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4446,2025,3,9.622,7.986,8,53.2,1,1,50,1160000,26,1,6,2,0.3409,0.0413,0.0866,0.0724,0.2283,0.0171,0.1121,0.1013,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4447,2025,7,2.463,9.832,9,52.5,1,0,43,1230000,67,1,7,2,0.2917,0.3437,0.0282,0.0687,0.0388,0.1039,0.0767,0.0483,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4448,2025,15,6.095,11.323,8,52.9,1,0,50,1820000,42,0,9,2,0.1864,0.4646,0.0528,0.0616,0.0846,0.0498,0.0349,0.0653,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4449,2025,21,7.026,6.654,7,65.6,1,1,46,550000,38,0,9,3,0.2564,0.0284,0.0915,0.1176,0.1323,0.0374,0.2627,0.0737,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4450,2025,1,4.829,8.189,9,65.9,1,0,42,6200000,70,0,10,2,0.5866,0.0325,0.0177,0.044,0.0393,0.098,0.1106,0.0713,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4451,2025,21,2.228,5.746,9,64.2,1,0,44,2310000,51,1,14,3,0.2742,0.041,0.0442,0.1229,0.0231,0.3135,0.1052,0.0759,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4452,2025,3,8.068,9.46,7,43.6,0,0,49,580000,42,1,6,1,0.3205,0.1129,0.0262,0.1006,0.1939,0.0622,0.0725,0.1112,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4453,2025,16,7.571,13.322,7,52.1,1,0,43,1170000,40,1,7,1,0.152,0.6427,0.015,0.0562,0.0656,0.0249,0.0201,0.0235,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4454,2025,17,7.077,6.235,7,38.1,0,0,37,830000,20,1,6,3,0.1896,0.0208,0.1081,0.1169,0.0771,0.0598,0.2534,0.1743,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4455,2025,1,1.764,4.836,7,50.8,0,1,36,1910000,35,1,6,2,0.2143,0.0228,0.0686,0.2037,0.0598,0.1516,0.1269,0.1523,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4456,2025,22,3.06,12.79,8,63,1,1,38,1180000,32,0,11,1,0.168,0.5873,0.0126,0.0616,0.0265,0.0422,0.0821,0.0197,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4457,2025,21,5.216,4.751,9,50.6,1,1,37,1280000,29,0,8,4,0.2819,0.003,0.0399,0.1743,0.0268,0.0533,0.3587,0.0621,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4458,2025,7,4.912,8.315,7,43,0,0,52,1250000,24,1,9,3,0.3273,0.1296,0.0288,0.1789,0.0467,0.0599,0.0859,0.1429,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4459,2025,8,5.583,3.712,10,70.2,1,1,39,1860000,52,0,14,5,0.2291,0.0165,0.1149,0.1499,0.0379,0.1038,0.2637,0.0842,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4460,2025,8,7.298,5.336,6,55.5,0,0,44,1930000,19,0,11,5,0.1977,0.0206,0.1292,0.1033,0.0204,0.0824,0.2815,0.1649,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4461,2025,11,6.478,12.106,5,34.5,0,0,30,1660000,41,1,9,1,0.2437,0.2452,0.0218,0.0452,0.1945,0.0178,0.106,0.1258,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4462,2025,5,8.977,14.373,6,40.7,0,0,47,860000,30,1,4,1,0.4207,0.2282,0.0271,0.0566,0.1683,0.0361,0.0396,0.0234,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4463,2025,10,3.603,4.541,10,63.4,1,1,43,1080000,61,0,7,3,0.369,0.0077,0.0554,0.122,0.0301,0.2064,0.1324,0.077,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4464,2025,20,3.151,8.004,7,44.1,0,1,45,1530000,18,1,11,2,0.3167,0.0823,0.0228,0.1272,0.0348,0.2619,0.1035,0.0508,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4465,2025,12,7.721,5.443,7,52,1,1,35,2260000,51,1,10,3,0.3707,0.0285,0.1102,0.0781,0.085,0.0694,0.1498,0.1083,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4466,2025,20,2.297,9.515,8,35.7,0,0,43,1930000,20,1,10,2,0.3108,0.2355,0.0267,0.0914,0.0849,0.1183,0.0837,0.0487,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4467,2025,17,4.686,5.572,8,41.1,0,0,48,630000,40,1,10,4,0.1173,0.0135,0.0303,0.1149,0.0109,0.2854,0.2339,0.1938,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4468,2025,10,1.535,4.465,8,53.7,1,1,53,3020000,53,1,9,2,0.1001,0.0398,0.0424,0.0731,0.0246,0.5828,0.0953,0.0419,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4469,2025,21,0.57,4.216,8,44,0,0,54,790000,48,1,6,2,0.1731,0.0305,0.0293,0.1337,0.02,0.4155,0.1407,0.0572,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4470,2025,6,3.828,13.231,9,42.3,0,0,41,1390000,20,1,5,1,0.1232,0.7596,0.011,0.0288,0.0104,0.0391,0.0126,0.0153,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4471,2025,22,2.092,13.047,7,41.8,0,1,40,590000,48,1,8,1,0.1008,0.7272,0.0059,0.0507,0.028,0.0316,0.0424,0.0134,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4472,2025,13,6.559,7.087,9,71.5,1,1,43,3180000,47,0,13,4,0.4088,0.0182,0.0712,0.1396,0.0346,0.0688,0.177,0.0818,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4473,2025,22,2.306,12.065,5,33.6,0,0,40,850000,28,0,2,1,0.1387,0.6887,0.015,0.0319,0.0359,0.0347,0.0467,0.0084,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4474,2025,15,4.492,9.381,8,46.8,0,0,41,1160000,27,0,4,1,0.3706,0.0842,0.0168,0.0784,0.0426,0.2668,0.0802,0.0604,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4475,2025,15,5.094,9.786,9,74.9,1,1,25,2960000,34,1,12,4,0.1865,0.2265,0.0431,0.174,0.097,0.093,0.0639,0.116,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4476,2025,3,9.688,9.41,8,69.4,1,1,42,1230000,46,0,13,3,0.39,0.0565,0.0331,0.1559,0.224,0.0368,0.0771,0.0266,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4477,2025,16,1.515,12.68,9,50.3,0,0,47,1450000,35,0,10,1,0.1909,0.6209,0.0126,0.0596,0.0201,0.0604,0.0156,0.0199,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4478,2025,13,3.948,12.636,7,40.3,0,0,49,1330000,27,0,5,1,0.1159,0.6973,0.0076,0.0834,0.0147,0.0486,0.016,0.0165,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4479,2025,5,4.245,10.774,7,57,0,1,39,1390000,39,0,8,1,0.2649,0.4797,0.0235,0.0498,0.0402,0.0273,0.0535,0.0611,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4480,2025,14,9.073,9.513,6,49.6,1,1,37,340000,47,1,3,1,0.198,0.146,0.1008,0.0714,0.3252,0.026,0.0425,0.0901,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4481,2025,9,6.331,13.405,8,52.3,0,0,45,600000,38,1,4,1,0.2371,0.405,0.0104,0.1344,0.0642,0.0404,0.059,0.0495,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4482,2025,20,1.499,10.792,9,40.4,0,0,47,660000,25,1,3,1,0.1101,0.3502,0.0161,0.1037,0.006,0.3329,0.0547,0.0263,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4483,2025,22,1.45,12.55,7,39,0,0,40,1380000,39,0,10,2,0.4875,0.3226,0.0145,0.0283,0.0131,0.0847,0.0276,0.0217,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4484,2025,16,5.373,12.871,7,46.6,0,1,40,1360000,18,1,10,2,0.14,0.6426,0.01,0.0554,0.0318,0.0427,0.0458,0.0317,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4485,2025,17,7.529,8.542,8,31.1,0,0,41,1130000,51,1,4,2,0.5872,0.0237,0.0451,0.1102,0.1034,0.0327,0.0335,0.0642,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4486,2025,19,6.808,11.309,8,41.9,0,1,47,870000,42,1,7,2,0.3342,0.3211,0.0278,0.0971,0.106,0.0517,0.0297,0.0324,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4487,2025,11,6.871,9.934,6,49.7,0,1,39,1360000,48,1,11,4,0.4922,0.0755,0.045,0.0751,0.0966,0.0812,0.0467,0.0877,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4488,2025,2,9.362,9.062,9,50.3,0,0,48,2660000,39,1,7,1,0.2435,0.0698,0.0435,0.0579,0.4542,0.0286,0.0409,0.0616,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4489,2025,8,8.615,3.425,10,49,0,0,41,630000,36,0,5,1,0.1184,0.0114,0.3712,0.0747,0.036,0.0405,0.1827,0.1651,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4490,2025,14,8.801,8.852,8,77.8,1,1,39,6350000,41,1,12,4,0.4319,0.0321,0.079,0.0385,0.2673,0.0316,0.0613,0.0583,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4491,2025,13,6.331,12.315,7,56.6,0,1,55,2580000,33,0,9,3,0.1903,0.6457,0.013,0.036,0.0345,0.0143,0.0326,0.0336,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4492,2025,5,5.181,11.229,8,58.2,1,1,44,740000,56,0,9,1,0.2716,0.4478,0.0156,0.0664,0.0226,0.0352,0.0697,0.0711,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4493,2025,17,8.541,4.11,4,46.8,0,0,34,600000,35,1,8,3,0.19,0.004,0.1943,0.1181,0.0762,0.0248,0.2283,0.1643,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4494,2025,14,10.025,9.209,6,56.2,1,0,49,1170000,28,0,1,1,0.4262,0.1019,0.073,0.0705,0.1752,0.0247,0.0764,0.0521,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4495,2025,2,6.546,8.379,9,57.8,0,1,36,1480000,58,1,11,3,0.2421,0.1947,0.0394,0.1868,0.0565,0.0836,0.0996,0.0973,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4496,2025,18,3.701,10.543,8,34.8,0,0,40,870000,26,1,4,2,0.2111,0.3714,0.0169,0.1296,0.0443,0.1117,0.0411,0.0739,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4497,2025,10,1.163,5.247,10,65,1,1,42,3310000,44,0,11,2,0.2126,0.0198,0.0426,0.1389,0.0156,0.366,0.1425,0.062,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4498,2025,5,8.53,12.618,6,36.6,0,0,37,1850000,36,1,7,1,0.3489,0.1609,0.0583,0.0974,0.1588,0.0732,0.0392,0.0633,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4499,2025,22,1.788,10.563,7,51.9,0,1,46,1350000,48,0,7,3,0.1076,0.2745,0.0108,0.1233,0.0421,0.331,0.0621,0.0486,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4500,2025,22,2.91,14.8,8,49.6,0,1,39,1200000,36,0,4,1,0.1015,0.7145,0.0099,0.0206,0.0217,0.0856,0.0317,0.0145,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4501,2025,20,2.21,10.863,8,67.1,1,1,36,1290000,48,0,10,1,0.3151,0.2662,0.0149,0.0511,0.0889,0.1347,0.0531,0.076,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4502,2025,8,11.664,4.293,9,53,1,1,33,900000,43,1,7,2,0.2328,0.0399,0.2689,0.1123,0.0831,0.0283,0.1941,0.0406,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4503,2025,20,2.493,8.751,9,66.5,1,1,51,1470000,40,1,8,2,0.309,0.1855,0.065,0.1165,0.0322,0.1063,0.0394,0.1461,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4504,2025,5,4.82,14.611,8,62.6,1,1,34,550000,50,0,7,1,0.1218,0.4889,0.038,0.036,0.1968,0.0735,0.0106,0.0344,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4505,2025,5,6.299,12.217,8,50.9,1,0,47,1330000,23,1,2,1,0.2744,0.5488,0.0036,0.0373,0.0531,0.0081,0.0553,0.0194,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4506,2025,10,2.458,4.623,7,46.9,0,0,47,2080000,40,1,13,3,0.0683,0.0521,0.0304,0.1601,0.0082,0.4525,0.1474,0.081,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4507,2025,20,2.25,8.189,7,26.3,0,1,33,940000,30,0,10,2,0.2133,0.1251,0.0358,0.1054,0.0167,0.4486,0.0381,0.017,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4508,2025,22,1.404,11.932,10,57.4,1,1,37,790000,31,0,6,1,0.1019,0.6359,0.0067,0.0376,0.0295,0.0857,0.0659,0.0368,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4509,2025,14,8.376,7.537,9,46.7,1,1,51,400000,32,0,6,3,0.2765,0.0339,0.0737,0.1686,0.1429,0.0385,0.1609,0.105,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4510,2025,10,0.997,6.241,9,56.1,0,1,43,1450000,30,1,13,3,0.1075,0.1007,0.0275,0.1845,0.0218,0.3861,0.129,0.0429,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4511,2025,6,3.83,11.28,7,35.2,0,0,53,970000,32,0,8,2,0.4978,0.2803,0.0095,0.0524,0.0457,0.0386,0.0331,0.0426,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4512,2025,22,0.979,14.8,7,53.5,0,0,33,1880000,55,1,6,1,0.1996,0.341,0.0173,0.0605,0.0835,0.2093,0.0186,0.0702,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4513,2025,5,6.89,12.294,9,64.5,1,1,43,2400000,56,1,6,1,0.1832,0.5379,0.0176,0.0478,0.0945,0.0461,0.0334,0.0395,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4514,2025,14,5.607,11.32,7,49,0,1,49,860000,57,1,8,1,0.3964,0.3363,0.0237,0.0905,0.0732,0.0303,0.0234,0.0262,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4515,2025,14,6.659,10.594,9,57.9,0,1,42,1070000,32,0,10,2,0.3554,0.295,0.0147,0.0786,0.1071,0.0432,0.0473,0.0587,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4516,2025,20,3.594,10.068,8,46.4,0,0,50,1120000,23,1,7,1,0.082,0.4921,0.0066,0.1561,0.0502,0.1089,0.0361,0.068,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4517,2025,21,4.038,7.654,9,51.4,0,1,39,1370000,25,1,5,2,0.4773,0.0358,0.0154,0.0743,0.0548,0.2622,0.0426,0.0376,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4518,2025,9,5.219,12.411,8,39.8,0,1,57,1250000,53,0,4,1,0.1833,0.5291,0.0126,0.063,0.0682,0.0317,0.0302,0.0819,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4519,2025,17,8.712,6.856,8,58.8,1,0,52,2890000,18,0,13,3,0.1834,0.04,0.065,0.0862,0.2558,0.0429,0.1385,0.1882,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4520,2025,5,8.054,13.266,7,51.6,0,1,41,1220000,40,1,7,1,0.2641,0.4142,0.0189,0.0436,0.1263,0.0351,0.0233,0.0745,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4521,2025,21,5.102,3.432,8,45.7,0,0,39,880000,29,0,4,3,0.2251,0.0143,0.1111,0.0881,0.0288,0.1071,0.3121,0.1134,3,2.4,1.5,3.5,3,1.2,3.2,4.2
4522,2025,20,2.204,9.769,10,53.9,1,1,50,890000,36,0,5,2,0.3216,0.1416,0.0351,0.0367,0.0362,0.1871,0.0838,0.1579,3,2.4,1.5,3.5,3,1.2,3.2,4.2
